Aparthotel Adagio Leicester,https://www.hospitalitynet.org/announcement/41004322/aparthotel-adagio-leicester.html,https://www.adagio-city.com/fr/hotel-b1n2-aparthotel-adagio-leicester-ouverture-mars-2020.shtml,England,N/A,United Kingdom,January 2020
The Apurva Kempinski Bali,https://www.hospitalitynet.org/announcement/41004325/the-apurva-kempinski-bali.html,https://www.kempinski.com/en/bali/the-apurva-kempinski-bali/,Bali,N/A,Indonesia,January 2020
Fairfield Inn & Suites Goshen Middletown,https://www.hospitalitynet.org/announcement/41004327/fairfield-inn-suites-goshen-middletown.html,https://www.marriott.com/hotels/travel/swffg-fairfield-inn-and-suites-goshen-middletown/,Goshen ,New York,USA,January 2020
Thompson Washington D.C.,https://www.hospitalitynet.org/announcement/41004329/thompson-washington-dc.html,https://www.hyatt.com/en-US/hotel/washington-dc/thompson-washington-dc/iadth,Washington,District of Columbia,USA,January 2020
Palmaia - The House of Aia,https://www.hospitalitynet.org/announcement/41004330/palmaia---the-house-of-aia.html,https://thehouseofaia.com/,Playa Del Carmen,N/A,Mexico,January 2020
Hampton Inn Egg Harbor Township Atlantic City,https://www.hospitalitynet.org/announcement/41004333/hampton-inn-egg-harbor-township-atlantic-city.html,https://www.hilton.com/en/hotels/acyehhx-hampton-egg-harbor-township-atlantic-city/,Egg Harbor Township,New Jersey,USA,January 2020
Shangri-La Zhoushan,https://www.hospitalitynet.org/announcement/41004335/shangri-la-zhoushan.html,https://www.shangri-la.com/en/zhoushan/shangrila/,Zhoushan Shi,N/A,China,January 2020
Holiday Inn & Suites Siracha Laemchabang,https://www.hospitalitynet.org/announcement/41004336/holiday-inn-suites-siracha-laemchabang.html,https://www.ihg.com/holidayinn/hotels/us/en/si-racha/dmksr/hoteldetail,Si Racha ,N/A,Thailand,January 2020
Graduate Nashville,https://www.hospitalitynet.org/announcement/41004340/graduate-nashville.html,https://www.graduatehotels.com/nashville/,Nashville,Tennessee,USA,January 2020
Hyatt House San Jose Airport,https://www.hospitalitynet.org/announcement/41004342/hyatt-house-san-jose-airport.html,https://www.hyatt.com/en-US/hotel/california/hyatt-house-san-jose-airport/sjcxa,,California,USA,January 2020
Hyatt House Manchester,https://www.hospitalitynet.org/announcement/41004343/hyatt-house-manchester.html,https://www.hyatt.com/en-US/hotel/england-united-kingdom/hyatt-house-manchester/manxm,England,Manchester,United Kingdom,January 2020
"Country Inn & Suites by Radisson, Flagstaff Downtown, AZ",https://www.hospitalitynet.org/announcement/41004344/country-inn-suites-by-radisson-flagstaff-downtown-az.html,https://www.radissonhotels.com/en-us/hotels/country-inn-flagstaff-downtown-az,Flagstaff,Arizona,USA,January 2020
1 Hotel South Beach,hospitalitynet.org/announcement/41004346/1-hotel-south-beach.html,https://www.1hotels.com/south-beach,Miami Beach,Florida,USA,January 2020
Hilton Guiyang,https://www.hospitalitynet.org/announcement/41004349/hilton-guiyang.html,https://www3.hilton.com/en/hotels/china/hilton-guiyang-KWEJRHI/index.html,Guiyang Shi,N/A,China,January 2020
Hotel Chauncey ,https://www.hospitalitynet.org/announcement/41004348/hotel-chauncey.html,https://www.hawkeyehotels.com/,Iowa City,Iowa,USA,January 2020
Crowne Plaza Dubai Marina,https://www.hospitalitynet.org/announcement/41004356/crowne-plaza-dubai-marina.html,https://www.ihg.com/crowneplaza/hotels/us/en/dubai/dxbmr/hoteldetail,Dubai,N/A,UAE,January 2020
Canopy by Hilton Washington DC Embassy Row ,https://www.hospitalitynet.org/announcement/41004360/canopy-by-hilton-washington-dc-embassy-row.html,https://www.hilton.com/en/hotels/dcaempy-canopy-washington-dc-embassy-row/,Washington,District of Columbia,USA,January 2020
DoubleTree by Hilton Bogota Salitre AR ,https://www.hospitalitynet.org/announcement/41004359/doubletree-by-hilton-bogota-salitre-ar.html,https://doubletree3.hilton.com/en/hotels/colombia/doubletree-by-hilton-bogota-salitre-ar-BOGDTDT/index.html,Bogota,N/A,Colombia,January 2020
Hotel Nhow London,https://www.hospitalitynet.org/announcement/41004362/hotel-nhow-london.html,https://www.nhow-hotels.com/en/nhow-london/,England,N/A,United Kingdom,January 2020
The Inn at Elon,https://www.hospitalitynet.org/announcement/41004364/the-inn-at-elon.html,https://www.theinnatelon.com/,Elon,North Carolina,USA,January 2020
Movenpick Resort Cam Ranh,https://www.hospitalitynet.org/announcement/41004366/movenpick-resort-cam-ranh.html,https://www.movenpick.com/en/asia/vietnam/cam-ranh/resort-cam-ranh/overview/,Khan Hoa,Cam Ranh,Vietnam,January 2020
Melia Koh Samui,https://www.hospitalitynet.org/announcement/41004368/melia-koh-samui.html,https://www.melia.com/en/hotels/thailand/koh-samui/melia-koh-samui-beach-resort/index.htm,Koh Samui,N/A,Thailand,January 2020
Fairfield Inn & Suites by Marriott Scranton Montage Mountain,https://www.hospitalitynet.org/announcement/41004369/fairfield-inn-suites-by-marriott-scranton-montage-mountain.html,https://www.marriott.com/hotels/travel/avpfw-fairfield-inn-and-suites-scranton-montage-mountain/,Moosic,Pennsylvania,USA,January 2020
Holiday Inn Lima Miraflores,https://www.hospitalitynet.org/announcement/41004370/holiday-inn-lima-miraflores.html,https://www.ihg.com/holidayinn/hotels/us/en/lima/limmi/hoteldetail,Miraflores,N/A,Peru,January 2020
Fusion Suites Vung Tau,https://www.hospitalitynet.org/announcement/41004372/fusion-suites-v%C5%A9ng-tau.html,https://vungtau.fusion-suites.com/,Thanh pho Vung Tau,N/A,Vietnam,January 2020
The Burgess Hotel Trademark Collection by Wyndham ,https://www.hospitalitynet.org/announcement/41004374/the-burgess-hotel-trademark-collection-by-wyndham.html,https://www.wyndhamhotels.com/trademark/atlanta-georgia/the-burgess-hotel-trademark-collection-by-wyndham,Atlanta,Georgia,USA,January 2020
Hyatt Place Waco-South ,https://www.hospitalitynet.org/announcement/41004376/hyatt-place-waco---south.html,https://www.hyatt.com/en-US/hotel/texas/hyatt-place-waco-south/auszw,Waco,Texas,USA,January 2020
Radisson Hotel Liepaja,https://www.hospitalitynet.org/announcement/41004380/radisson-hotel-liepaja.html,https://www.radissonhotelgroup.com/,Liepaja ,N/A,Latvia,January 2020
Radisson Hotel New York Times Square,https://www.hospitalitynet.org/announcement/41004379/radisson-hotel-new-york-times-square.html,https://www.radissonhotels.com/en-us/hotels/radisson-new-york-times-square,New York,New York,USA,January 2020
Avani Ao Nang Cliff Krabi Resort,https://www.hospitalitynet.org/announcement/41004384/avani-ao-nang-cliff-krabi-resort.html,https://www.avanihotels.com/en/ao-nang-krabi,Krabi,N/A,Thailand,January 2020
Swiss-Belboutique Bneid Al-Gar Kuwait,https://www.hospitalitynet.org/announcement/41004385/swiss-belboutique-bneid-al-gar-kuwait.html,http://swiss-belhotel.com/,Kuwait,N/A,Kuwait,January 2020
Citadines Namba Osaka,https://www.hospitalitynet.org/announcement/41004386/citadines-namba-osaka.html,https://www.citadines.com/en/japan/osaka/citadines-namba-osaka.html,Osaka,N/A,Japan,January 2020
Mercure Hotel Vung Tau,https://www.hospitalitynet.org/announcement/41004387/mercure-hotel-vung-tau.html,http://all.accor.com/lien_externe.svlt,Thanh pho Vung Tau,N/A,Vietnam,January 2020
DoubleTree by Hilton Brescia,https://www.hospitalitynet.org/announcement/41004389/doubletree-by-hilton-brescia.html,https://doubletree3.hilton.com/en/hotels/italy/doubletree-by-hilton-brescia-VRNBRDI/index.html,Brescia,N/A,Italy,January 2020
Delta Hotels by Marriott Indianapolis Airport,https://www.hospitalitynet.org/announcement/41004392/delta-hotels-by-marriott-indianapolis-airport.html,https://www.marriott.com/hotels/travel/indde-delta-hotels-indianapolis-airport/,Indianapolis,Indiana,USA,January 2020
"DoubleTree by Hilton Fuzhou, China",https://www.hospitalitynet.org/announcement/41004393/doubletree-by-hilton-fuzhou-china.html,https://www.hilton.com/en/doubletree/,Fuzhou Shi,N/A,China,January 2020
Extended Stay America Tampa-Gibsonton-Riverview,https://www.hospitalitynet.org/announcement/41004395/extended-stay-america-tampa-gibsonton--riverview.html,https://www.extendedstayamerica.com/,Gibsonton,Florida,USA,January 2020
Tru by Hilton Columbia Greystone,https://www.hospitalitynet.org/announcement/41004396/tru-by-hilton-columbia-greystone.html,https://www.hilton.com/en/hotels/caegyru-tru-columbia-greystone/,Columbia,South Carolina,USA,January 2020
Pullman Rotorua,https://www.hospitalitynet.org/announcement/41004405/pullman-rotorua.html,https://www.pullmanrotorua.com/,Rotorua ,N/A,New Zealand,January 2020
Cache House,https://www.hospitalitynet.org/announcement/41004406/cache-house.html,https://thecachehouse.com/,Jackson,Wyoming,USA,January 2020
Hyatt Centric Old Town Alexandria,https://www.hospitalitynet.org/announcement/41004407/hyatt-centric-old-town-alexandria.html,https://www.hyatt.com/en-US/hotel/virginia/hyatt-centric-old-town-alexandria/iadct,Alexandria ,Vriginia,USA,January 2020
The Niu Loom,https://www.hospitalitynet.org/announcement/41004409/the-niu-loom.html,https://www.niu.de/niu-loom/,Manchester,N/A,United Kingdom,January 2020
Courtyard by Marriott Suwon ,https://www.hospitalitynet.org/announcement/41004410/courtyard-by-marriott-suwon.html,https://www.marriott.com/hotels/travel/selcw-courtyard-suwon/,Suwon-si,N/A,Republic of Korea,January 2020
Residence Inn By Marriott Panama City,https://www.hospitalitynet.org/announcement/41004411/residence-inn-by-marriott-panama-city.html,https://www.marriott.com/hotels/travel/ptyri-residence-inn-panama-city/,Panama City,N/a,Panama,January 2020
Hotel Indigo Hakone Gora,https://www.hospitalitynet.org/announcement/41004414/hotel-indigo-hakone-gora.html,https://www.ihg.com/hotelindigo/hotels/us/en/hakone/hkhhg/hoteldetail,Hakone,N/A,Japan,January 2020
TRYP by Wyndham Manaus,https://www.hospitalitynet.org/announcement/41004415/tryp-by-wyndham-manaus.html,https://www.wyndhamhotels.com/pt-br/tryp/manaus-brazil/tryp-manaus/overview,Amazonas,N/A,Brazil,January 2020
Ramada by Wyndham Madrid Getafe,https://www.hospitalitynet.org/announcement/41004416/ramada-by-wyndham-madrid-getafe.html,https://www.wyndhamhotels.com/ramada/getafe-spain/ramada-madrid-getafe/overview,Getafe,N/A,Spain,January 2020
Fairfield Inn & Suites by Marriott Locust Grove I-75 South ,https://www.hospitalitynet.org/announcement/41004424/fairfield-inn-and-suites-by-marriott-locust-grove-i-75-south.html,,Locust Grove,Georgia,USA,January 2020
Home2 Suites by Hilton West Palm Beach Airport,https://www.hospitalitynet.org/announcement/41004430/home2-suites-by-hilton-west-palm-beach-airport.html,https://www.hilton.com/en/hotels/pbiarht-home2-suites-west-palm-beach-airport/,West Palm Beach,Florida,USA,January 2020
AC Hotel by Marriott Portsmouth Downtown/Waterfront,https://www.hospitalitynet.org/announcement/41004431/ac-hotel-by-marriott-portsmouth-downtownwaterfront.html,https://www.marriott.com/hotels/travel/psmac-ac-hotel-portsmouth-downtown-waterfront/,Portsmouth,New Hampshire,USA,January 2020
ONOMO Hotel Maputo,https://www.hospitalitynet.org/announcement/41004434/onomo-hotel-maputo.html,https://www.onomohotel.com/en/hotel/22/onomo-hotel-maputo,Maputo,N/A,Mozambique,January 2020
Zabriskie House,https://www.hospitalitynet.org/announcement/41004435/zabriskie-house.html,https://www.innsofaurora.com/accomodations/zabriskie-house/,Aurora,New York,USA,January 2020
Canopy by Hilton Cancun La Isla,https://www.hospitalitynet.org/announcement/41004436/canopy-by-hilton-cancun-la-isla.html,https://canopy3.hilton.com/en/hotels/quintana-roo/canopy-by-hilton-cancun-la-isla-CUNLIPY/index.html,Cancun,N/A,Mexico,January 2020
Travelodge Ipoh,https://www.hospitalitynet.org/announcement/41004438/travelodge-ipoh.html,https://www.travelodgehotels.asia/hotel/travelodge-ipoh/,Ipoh,N/A,Malaysia,January 2020
Lexington Marriott City Center,https://www.hospitalitynet.org/announcement/41004439/lexington-marriott-city-center.html,https://www.marriott.com/hotels/travel/lexdt-lexington-marriott-city-center/,Lexington,Kentucky,USA,January 2020
La Quinta by Wyndham Istanbul Gunesli,https://www.hospitalitynet.org/announcement/41004440/la-quinta-by-wyndham-istanbul-gunesli.html,https://www.wyndhamhotels.com/laquinta/istanbul-turkey/la-quinta-istanbul-gunesli/overview,Istanbul,N/A,Turkey,January 2020
HIlton Garden Inn Neuquen,https://www.hospitalitynet.org/announcement/41004447/hilton-garden-inn-neuquen.html,https://www.hilton.com/en/hotels/nqngigi-hilton-garden-inn-neuquen/,Neuquen,N/A,Argentina,January 2020
Home2 Suites by Hilton Columbus West ,https://www.hospitalitynet.org/announcement/41004448/home2-suites-by-hilton-columbus-west.html,https://www.hilton.com/en/hotels/cmhcwht-home2-suites-columbus-west/,Columbus,Ohio ,USA,January 2020
Hyatt House Nashville/Franklin/Cool Springs,https://www.hospitalitynet.org/announcement/41004450/hyatt-house-nashvillefranklincool-springs.html,https://www.hyatt.com/en-US/hotel/tennessee/hyatt-place-nashville-franklin-cool-springs/bnazf,Franklin,Tennessee,USA,January 2020
SESAMO,https://www.hospitalitynet.org/announcement/41004451/sesamo.html,https://www.royalmansour.com/,Merrakech,N/A,Morocco,January 2020
Roomers ,https://www.hospitalitynet.org/announcement/41004444/burbank-restaurant-roomers-frankfurt.html,https://www.roomers-frankfurt.com/,Frankfurt Am Main,N/A,Germany,January 2020
Cambria Hotel Anaheim Resort Area,https://www.hospitalitynet.org/announcement/41004453/cambria-hotel-anaheim-resort-area.html,https://www.choicehotels.com/california/anaheim/cambria-hotels/cae86,Anaheim,California,USA,January 2020
Hilton Garden Inn Paris Orly Airport,https://www.hospitalitynet.org/announcement/41004454/hilton-garden-inn-paris-orly-airport.html,https://www.hilton.com/en/hotels/oryorgi-hilton-garden-inn-paris-orly-airport/,Rungis,N/A,France,February 2020
Residence Inn by Marriott Gent,https://www.hospitalitynet.org/announcement/41004455/residence-inn-by-marriott-gent.html,https://www.marriott.com/hotels/travel/gneri-residence-inn-ghent/,Gent,N/A,Belgium,February 2020
Hotel Indigo Brussels - City,https://www.hospitalitynet.org/announcement/41004456/hotel-indigo-brussels---city.html,https://www.ihg.com/hotelindigo/hotels/us/en/brussels/brupr/hoteldetail,Brussels,N/A,Belgium,February 2020
SureStay Hotel by Best Western Vientiane,https://www.hospitalitynet.org/announcement/41004457/surestay-hotel-by-best-western-vientiane.html,https://surestayvientiane.com/,Chanthabouly District,Vientiane,Laos,February 2020
Fairfield by Marriott Inn & Suites Sheboygan,https://www.hospitalitynet.org/announcement/41004460/fairfield-by-marriott-inn-suites-sheboygan.html,https://www.marriott.com/hotels/fact-sheet/travel/sbmfi-fairfield-inn-and-suites-sheboygan/,Sheboygan,Wisconsin,USA,February 2020
andBeyond Ngala Treehouse Lodge,https://www.hospitalitynet.org/announcement/41004464/andbeyond-ngala-treehouse-lodge.html,https://www.andbeyond.com/experiences/africa/south-africa/kruger-national-park/ngala-private-game-reserve/ngala-treehouse/,Ngala ,Timbavati ,South Africa,February 2020
Les Cactus,https://www.hospitalitynet.org/announcement/41004467/les-cactus.html,http://lescactusps.com/,Palm Springs,California,USA,February 2020
TownePlace Suites by Marriott Detroit Belleville,https://www.hospitalitynet.org/announcement/41004469/towneplace-suites-by-marriott-detroit-belleville.html,https://www.marriott.com/hotels/travel/dtwbl-towneplace-suites-detroit-belleville/,Belleville,Michigan,USA,February 2020
Radisson Blu Resort Cam Ranh,https://www.hospitalitynet.org/announcement/41004472/radisson-blu-resort-cam-ranh.html,https://www.radissonhotels.com/en-us/hotels/radisson-blu-resort-cam-ranh,Thanh pho,Cam Ranh,Vietnam,February 2020
niu Air Frankfurt,https://www.hospitalitynet.org/announcement/41004473/niu-air-frankfurt.html,http://www.niu.de/,Frankfurt am ,Main,Germany,February 2020
th niu Crusoe,https://www.hospitalitynet.org/announcement/41004474/the-niu-crusoe.html,https://the.niu.de/crusoe,Bremen,N/A,Germany,February 2020
"The Westin Resort & Spa Ubud, Bali",https://www.hospitalitynet.org/announcement/41004479/the-westin-resort-spa-ubud-bali.html,https://www.marriott.com/hotels/travel/dpswr-the-westin-resort-and-spa-ubud-bali/,Bali,N/A,Indonesia,February 2020
K5,https://www.hospitalitynet.org/announcement/41004480/k5.html,https://www.designhotels.com/hotels/japan/tokyo/k5,Chou City,N/A,Japan,February 2020
"Devi Ratn, Jaipur - IHCL Seleqtions",https://www.hospitalitynet.org/announcement/41004482/devi-ratn-jaipur-ihcl-seleqtions.html,https://www.seleqtionshotels.com/en-in/devi-ratn-jaipur/,Ballupura,N/A,India,February 2020
nhow Amsterdam RAI Hotel,https://www.hospitalitynet.org/announcement/41004484/nhow-amsterdam-rai-hotel.html,https://www.nhow-hotels.com/nl/nhow-amsterdam-rai/,Amsterdam,N/A,Netherlands,February 2020
Fairfield Inn & Suites by Marriott Dallas Arlington South ,https://www.hospitalitynet.org/announcement/41004485/fairfield-inn-suites-by-marriott-dallas-arlington-south.html,https://www.marriott.com/hotels/travel/dalfa-fairfield-inn-and-suites-dallas-arlington-south/,Arlington,Texas,USA,February 2020
Cambria Hotel Summerville -Charleston,https://www.hospitalitynet.org/announcement/41004490/cambria-hotel-summerville---charleston.html,https://www.choicehotels.com/south-carolina/summerville/cambria-hotels/sc591,Summerville,South Carolina,USA,February 2020
Rosewood Yangon,https://www.hospitalitynet.org/announcement/41004493/rosewood-yangon.html,https://www.rosewoodhotels.com/en/yangon,Yangon Downtown,N/A,Myanmar,February 2020
Woodspring Suites Redlands San Bernardino,https://www.hospitalitynet.org/announcement/41004498/woodspring-suites-redlands-san-bernardino.html,https://www.woodspring.com/locations,Redlands,California,USA,February 2020
IntercityHotel Hannover Hauptbahnhof Ost,https://www.hospitalitynet.org/announcement/41004495/intercityhotel-hannover-hauptbahnhof-ost.html,https://www.intercityhotel.com/hotels/alle-hotels/deutschland/hannover/intercityhotel-hannover-hauptbahnhof-ost,Hannover,N/A,Germany,February 2020
Renaissance New York Chelsea Hotel,https://www.hospitalitynet.org/announcement/41004496/renaissance-new-york-chelsea-hotel.html,https://www.marriott.com/hotels/travel/nycmm-renaissance-new-york-chelsea-hotel/,New York ,New York,USA,February 2020
"Mandarin Oriental Jumeira, Dubai",https://www.hospitalitynet.org/announcement/41004500/mandarin-oriental-jumeira-dubai.html,https://www.mandarinoriental.com/dubai/jumeira-beach/luxury-hotel,Dubai,N/A,UAE,February 2020
Avani Central Busan,https://www.hospitalitynet.org/announcement/41004501/avani-central-busan.html,https://www.avanihotels.com/en/central-busan,Busan,N/A,Republic of Korea,February 2020
Slash Kawasaki,https://www.hospitalitynet.org/announcement/41004502/slash-kawasaki.html,http://slashkawasaki.com/,Kawasaki,N/A,Japan,February 2020
Hyatt Centric Downtown Portland,https://www.hospitalitynet.org/announcement/41004503/hyatt-centric-downtown-portland.html,https://www.hyatt.com/en-US/hotel/oregon/hyatt-centric-downtown-portland/pdxct,Portland,Oregon,USA,February 2020
Hyatt House Frankfurt Eschborn,https://www.hospitalitynet.org/announcement/41004505/hyatt-house-frankfurt-eschborn.html,https://www.hyatt.com/en-US/hotel/germany/hyatt-house-frankfurt-eschborn/fraxf,Eschborn,N/A,Germany,February 2020
Le Meridien Dania Beach at Fort Lauderdale Airport,https://www.hospitalitynet.org/announcement/41004510/le-meridien-dania-beach-at-fort-lauderdale-airport.html,https://www.marriott.com/hotels/travel/fllda-le-meridien-dania-beach-at-fort-lauderdale-airport/,Dania Beach,Florida,USA,February 2020
The Karol Hotel,https://www.hospitalitynet.org/announcement/41004506/the-karol-hotel.html,https://www.thekarolhotel.com/,Clearwater,Florida,USA,February 2020
Comfort Hotel Arlanda Airport,https://www.hospitalitynet.org/announcement/41004515/comfort-hotel-arlanda-airport.html,https://www.nordicchoicehotels.com/hotels/sverige/stockholm-arlanda-airport/comfort-hotel-arlanda-airport/,Stockholm Ian,Arlanda,Sweden,February 2020
Aloft San Juan,https://www.hospitalitynet.org/announcement/41004516/aloft-san-juan.html,https://www.marriott.com/hotels/travel/sjual-aloft-san-juan/,San Juan,Puerto Rico,USA,February 2020
Comfort Suites San Antonio Ft. Sam Houston/Sammc Area,https://www.hospitalitynet.org/announcement/41004519/comfort-suites-san-antonio-ft-sam-houstonsammc-area.html,https://www.choicehotels.com/TXI34,San Antonio ,Texas,USA,February 2020
Comfort Suites ,https://www.hospitalitynet.org/announcement/41004518/comfort-suites.html,https://www.choicehotels.com/texas/cedar-park/comfort-suites-hotels/txi11,Cedar Park,Texas,USA,February 2020
Wyndham Grand Algarve,https://www.hospitalitynet.org/announcement/41004521/wyndham-grand-algarve.html,https://www.wyndhamhotels.com/wyndham-grand/almancil-portugal/wyndham-grand-algarve/overview,Almancil,Algarve,Portugal,February 2020
"The Ben, Autograph Collection",https://www.hospitalitynet.org/announcement/41004529/the-ben-autograph-collection.html,https://thebenwestpalm.com/,West Palm Beach,Florida,USA,February 2020
Nirjhara,https://www.hospitalitynet.org/announcement/41004532/nirjhara.html,https://www.nirjhara.com/,Bali,Tabanan,Indonesia,February 2020
Villa De Pranakorn,https://www.hospitalitynet.org/announcement/41004534/villa-de-pranakorn.html,https://www.villadepranakorn.com/,Krung Thep,Bangkok,Thailand,February 2020
Pullman Maldives Maamutaa,https://www.hospitalitynet.org/announcement/41004535/pullman-maldives-maamutaa.html,https://all.accor.com/hotel/9924/index.en.shtml#section-restaurants,Upper South Province,Maamutaa,Maldives,February 2020
Luxe Life Hotel New York,https://www.hospitalitynet.org/announcement/41004546/luxe-life-hotel-new-york.html,https://www.luxehotels.com/hotels/life-new-york,New York ,New York,USA,February 2020
Travelodge London Beckton,https://www.hospitalitynet.org/announcement/41004542/travelodge-london-beckton.html,https://www.travelodge.co.uk/hotels/667/London-Beckton-hotel,London,N/A,UK,February 2020
Travelodge London Dagenham East,https://www.hospitalitynet.org/announcement/41004543/travelodge-london-dagenham-east.html,https://www.travelodge.co.uk/hotels/664/London-Dagenham-East-hotel,England,N/A,UK,February 2020
JW Marriott Muscat,https://www.hospitalitynet.org/announcement/41004545/jw-marriott-muscat.html,https://www.marriott.com/hotels/travel/mctmj-jw-marriott-muscat/,Muscat,N/A,Oman,February 2020
The Otis Hotel & AC Hotel Austin-University,https://www.hospitalitynet.org/announcement/41004548/the-otis-hotel-and-ac-hotel-austin-university.html,https://www.marriott.com/hotels/travel/ausak-the-otis-hotel-autograph-collection/?scid=bb1a189a-fec3-4d19-a255-54ba596febe2,Austin,Texas,USA,February 2020
EVEN Hotel Alpharetta - Avalon Area,https://www.hospitalitynet.org/announcement/41004554/even-hotel-alpharetta---avalon-area.html,https://www.ihg.com/evenhotels/hotels/us/en/alpharetta/atlev/hoteldetail,Alpharetta,Georgia,USA,February 2020
Courtyard by Marriott Pasco Tri-Cities Airport,https://www.hospitalitynet.org/announcement/41004557/courtyard-by-marriott-pasco-tri-cities-airport.html,https://www.marriott.com/hotels/travel/psccp-courtyard-pasco-tri-cities-airport/,Pasco,Washington,USA,February 2020
Hampton Inn & Suites by Hilton Atlanta Midtown,https://www.hospitalitynet.org/announcement/41004561/hampton-inn-suites-by-hilton-atlanta-midtown.html,https://www.hilton.com/en/hotels/atlmnhx-hampton-suites-atlanta-midtown/,Atlanta,Georgia,USA,February 2020
Kimpton Vividora Hotel ,https://www.hospitalitynet.org/announcement/41004562/kimpton-vividora-hotel.html,https://www.kimptonvividorahotel.com/us/en/,Barcelona,N/A,Spain,February 2020
21c Museum Hotel Chicago-MGallery Hotel Collection,https://www.hospitalitynet.org/announcement/41004563/21c-museum-hotel-chicago-mgallery-hotel-collection.html,http://21cmuseumhotels.com/Chicago,Chicago,Illinois,USA,February 2020
Radisson RED Hotel Dubai Silicon Oasis,https://www.hospitalitynet.org/announcement/41004566/radisson-red-hotel-dubai-silicon-oasis.html,https://www.radissonhotels.com/en-us/hotels/radisson-red-apartments-dubai-silicon-oasis,Dubai,N/A,UAE,February 2020
Palihotel San Francisco,https://www.hospitalitynet.org/announcement/41004569/palihotel-san-francisco.html,https://www.palisociety.com/hotels/san-francisco/,San Francisco,California,USA,February 2020
Hard Rock Hotel Dublin ,https://www.hospitalitynet.org/announcement/41004570/hard-rock-hotel-dublin.html,https://www.hardrock.com/,Dublin,N/A,Ireland,February 2020
The Westin Monterrey Valle,https://www.hospitalitynet.org/announcement/41004571/the-westin-monterrey-valle.html,https://www.marriott.com/hotels/travel/mtywi-the-westin-monterrey-valle/,San Pedro,Garza Garcia,Mexico,February 2020
